ISO3,Year,Literacy_Rate,Hospital_Beds_Per_1000,Physicians_Per_1000,Health_Exp_Per_Capita,Infant_Mortality_Rate,Life_Expectancy
ABW,1960,,,,,,64.049
ABW,1961,,,,,,64.215
ABW,1962,,,,,,64.602
ABW,1963,,,,,,64.944
ABW,1964,,,,,,65.303
ABW,1965,,,,,,65.615
ABW,1966,,,,,,66.126
ABW,1967,,,,,,66.385
ABW,1968,,,,,,66.744
ABW,1969,,,,,,67.098
ABW,1970,,,,,,67.44
ABW,1971,,,,,,67.783
ABW,1972,,,,,,68.335
ABW,1973,,,,,,68.862
ABW,1974,,,,,,69.278
ABW,1975,,,,,,69.564
ABW,1976,,,,,,69.808
ABW,1977,,,,,,70.054
ABW,1978,,,,,,70.271
ABW,1979,,,,,,70.507
ABW,1980,,,,,,70.771
ABW,1981,,,,,,71.344
ABW,1982,,,,,,71.485
ABW,1983,,,,,,71.606
ABW,1984,,,,,,71.711
ABW,1985,,,,,,71.792
ABW,1986,,,,,,71.831
ABW,1987,,,,,,72.448
ABW,1988,,,,,,72.519
ABW,1989,,,,,,72.531
ABW,1990,,,,,,72.546
ABW,1991,,,,,,72.592
ABW,1992,,,,,,72.717
ABW,1993,,,,,,72.777
ABW,1994,,,,,,72.796
ABW,1995,,,1.12,,,72.832
ABW,1996,,,,,,72.856
ABW,1997,,,,,,72.904
ABW,1998,,,,,,72.94
ABW,1999,,,,,,72.857
ABW,2000,97.2900009155273,,,,,72.939
ABW,2001,,,,,,73.044
ABW,2002,,,,,,73.135
ABW,2003,,,,,,73.236
ABW,2004,,,,,,73.223
ABW,2005,,,,,,73.415
ABW,2006,,,,,,73.498
ABW,2007,,,,,,73.642
ABW,2008,,,,,,73.783
ABW,2009,,,,,,73.974
ABW,2010,96.8199996948242,,,,,74.297
ABW,2011,,,,,,74.578
ABW,2012,,,,,,74.841
ABW,2013,,,,,,75.072
ABW,2014,,,,,,75.261
ABW,2015,,,,,,75.405
ABW,2016,,,,,,75.54
ABW,2017,,,,,,75.62
ABW,2018,,,,,,75.88
ABW,2019,,,,,,76.019
ABW,2020,,,,,,75.406
ABW,2021,,,,,,73.655
ABW,2022,,,,,,76.226
ABW,2023,,,,,,76.353
AFE,1960,,1.973383484714908,,,,44.169658253166034
AFE,1961,,,,,,44.46883833625744
AFE,1962,,,,,,44.87788992764365
AFE,1963,,,,,,45.160582805882974
AFE,1964,,,,,,45.5356954673738
AFE,1965,,,,,,45.770722923355166
AFE,1966,,,,,,45.7657253575752
AFE,1967,,,,,,46.44074541643187
AFE,1968,,,,,,46.73863174696029
AFE,1969,,,,,,46.977475702472034
AFE,1970,,1.7259420477627254,,,,47.24800568073953
AFE,1971,,,,,,47.464015659150455
AFE,1972,,,,,,47.166792282710624
AFE,1973,,,,,,47.746607924016764
AFE,1974,,,,,,47.74432776397971
AFE,1975,,,,,,47.96854805476745
AFE,1976,,,,,,48.56813819828204
AFE,1977,,,,,,48.86072488566633
AFE,1978,,,,,,48.98391671335207
AFE,1979,,,,,,49.41698838473511
AFE,1980,,,,,,49.81671313805198
AFE,1981,,,,,,50.02049329675216
AFE,1982,,,,,,50.29082937972053
AFE,1983,,,,,,48.90409565657024
AFE,1984,,,,,,48.99795867025365
AFE,1985,,,,,,49.39290246408778
AFE,1986,,,,,,50.00976149891163
AFE,1987,56.8461494445801,,,,,51.06894293209706
AFE,1988,57.2477493286133,,,,,50.87660706149465
AFE,1989,57.6048393249512,,,,,51.265873514076254
AFE,1990,58.1498794555664,1.0118767942661353,0.1622325260687913,,100.89184844312418,51.09632645430471
AFE,1991,58.1818313598633,,,,103.97974212384676,50.87324360639456
AFE,1992,58.4592208862305,,,,103.35909507990866,50.71594604789205
AFE,1993,58.884578704834,,,,98.50249468564036,51.07376191337756
AFE,1994,59.3387413024902,,,,99.24624039027752,50.96658879564646
AFE,1995,59.8654403686523,,,,95.75241257366096,51.48205668133573
AFE,1996,60.3634490966797,,,,94.25058264729368,51.353189836073774
AFE,1997,61.0568313598633,,,,92.606935368313,51.57088651714292
AFE,1998,61.2734794616699,,,,92.2812231146882,51.31795547213679
AFE,1999,62.1533317565918,,,,87.94415319054235,51.807077244986765
AFE,2000,62.666618347168,,,42.6864155481713,85.20273915974796,52.55734186267767
AFE,2001,63.1577606201172,,,37.78677237727841,82.1943407373521,52.87553605362866
AFE,2002,63.8376197814941,,,34.967108409350246,78.83785288271527,53.20674433430259
AFE,2003,64.3340606689453,,,50.21832091134638,75.64132219634811,53.67830476858219
AFE,2004,64.5749130249023,,,61.780522169152746,72.72543552006165,54.192927866043405
AFE,2005,63.9414710998535,,,68.61597411484156,69.57137917683256,54.807680713633566
AFE,2006,61.9459114074707,0.8948707069460661,,75.06469054054376,66.26402529367229,55.693515257845256
AFE,2007,62.9699592590332,,,84.0911878928683,63.47449576441903,56.48435317845337
AFE,2008,63.2282295227051,,,86.47887702710682,60.8028072164861,57.24010632287976
AFE,2009,63.9608116149902,,,90.14306945469916,58.5097391916938,58.095527143646336
AFE,2010,64.7143630981445,,0.1041264734203197,104.11964701176343,56.90342417030356,58.82727920628206
AFE,2011,66.8281402587891,,,112.27838166491698,57.8926194287132,59.20000403007008
AFE,2012,68.5151901245117,,,109.06855622088428,53.04177635707261,60.24951235984674
AFE,2013,69.3683166503906,,,104.77671727692044,50.73365786998429,60.895739752772
AFE,2014,69.8328170776367,,,98.49932874518662,50.02710839106765,61.25143601567095
AFE,2015,70.2378387451172,,,90.8005708722338,49.01030452681702,61.713030523494965
AFE,2016,70.9572677612305,,,85.89921737724146,47.773919641872816,62.16798131691992
AFE,2017,70.8797302246094,,,90.01315048625943,46.78326396036471,62.59127509615006
AFE,2018,71.6701889038086,,,90.07565324907334,43.85181420300766,63.33069135823358
AFE,2019,72.8010787963867,,,87.29824613913138,42.1900739123661,63.85726128370424
AFE,2020,72.9768905639648,,0.2181326840623997,81.55189501875364,41.12585270195507,63.766484002694334
AFE,2021,72.7159729003906,,,92.38657488094525,40.08755978952771,62.97999918574936
AFE,2022,73.0559768676758,,,92.58152097328475,39.67305853304058,64.48701954566079
AFE,2023,73.3681411743164,,,,37.91975500686197,65.14629085538499
AFE,2024,73.6951293945312,,,,,
AFG,1960,,0.170626997947693,0.035,,251.2,32.799
AFG,1961,,,,,248.4,33.291
AFG,1962,,,,,245.4,33.757
AFG,1963,,,,,242.5,34.201
AFG,1964,,,,,239.7,34.673
AFG,1965,,,0.063,,236.9,35.124
AFG,1966,,,,,234.2,35.583
AFG,1967,,,,,231.4,36.042
AFG,1968,,,,,228.6,36.51
AFG,1969,,,,,225.8,36.979
AFG,1970,,0.199000000953674,0.065,,223.1,37.46
AFG,1971,,,,,220.2,37.932
AFG,1972,,,,,217.1,38.423
AFG,1973,,,,,213.8,38.951
AFG,1974,,,,,210.7,39.469
AFG,1975,,,,,207.5,39.994
AFG,1976,,,,,204.1,40.518
AFG,1977,,,,,200.4,41.082
AFG,1978,,,,,196.6,40.086
AFG,1979,18.1599998474121,,,,192.9,38.844
AFG,1980,,,,,188.8,39.258
AFG,1981,,0.275599986314774,0.077,,184.6,39.406
AFG,1982,,,,,199.0,36.058
AFG,1983,,,,,195.1,36.517
AFG,1984,,,,,207.7,31.473
AFG,1985,,,,,202.5,32.132
AFG,1986,,,0.183,,181.1,38.4
AFG,1987,,0.3091000020504,0.179,,176.9,38.831
AFG,1988,,,,,163.4,43.238
AFG,1989,,,0.129,,149.0,44.496
AFG,1990,,0.2497999966,0.109,,144.5,45.118
AFG,1991,,,,,140.1,45.521
AFG,1992,,,,,135.9,46.569
AFG,1993,,,0.143,,132.0,51.021
AFG,1994,,,,,128.3,50.969
AFG,1995,,,,,124.8,52.103
AFG,1996,,,,,121.7,52.83
AFG,1997,,,0.11,,118.8,53.212
AFG,1998,,,,,115.9,52.487
AFG,1999,,,,,113.0,54.532
AFG,2000,,0.3,,,110.1,55.005
AFG,2001,,0.39,0.208,,107.0,55.511
AFG,2002,,0.39,,16.70697403,103.8,56.225
AFG,2003,,0.39,,17.74602509,100.6,57.171
AFG,2004,,0.39,,21.42300415,97.2,57.81
AFG,2005,,0.42,,25.11388779,93.7,58.247
AFG,2006,,0.42,0.166,28.9412632,90.1,58.553
AFG,2007,,0.42,0.182,32.70893097,86.7,58.956
AFG,2008,,0.42,0.183,39.88624954,83.3,59.708
AFG,2009,,0.42,0.22,43.13351822,80.0,60.248
AFG,2010,,0.43,0.245,46.42438889,76.9,60.702
AFG,2011,31.4500007629394,0.45,0.259,52.18721771,74.0,61.25
AFG,2012,,0.47,0.247,52.45247269,71.3,61.735
AFG,2013,,0.46,0.291,56.16043472,68.7,62.188
AFG,2014,,0.46,0.304,60.04951096,66.4,62.26
AFG,2015,33.75,0.44,0.291,59.91960526,64.2,62.27
AFG,2016,,0.45,0.284,61.37234497,62.3,62.646
AFG,2017,,0.42,0.245,66.82388306,60.4,62.406
AFG,2018,,0.4,0.304,71.22509003,58.6,62.443
AFG,2019,,0.38,0.214,74.0642395,56.9,62.941
AFG,2020,35.9865546430738,0.34,0.254,80.0892334,55.3,61.454
AFG,2021,37.2700004577637,0.36,,81.52112579,53.6,60.417
AFG,2022,,,,80.6516037,52.0,65.617
AFG,2023,,,,,50.4,66.035
AFW,1960,,0.7865521564019815,,,,37.77963638871597
AFW,1961,,,,,,38.05895550156452
AFW,1962,,,,,,38.68179238427513
AFW,1963,,,,,,38.93691777142051
AFW,1964,,,,,,39.19457988272974
AFW,1965,,,,,,39.479784495267154
AFW,1966,,,,,,39.71924803116182
AFW,1967,,,,,,39.529359024211765
AFW,1968,,,,,,40.258889546256135
AFW,1969,,,,,,40.56781413337615
AFW,1970,,0.9741165015055312,,,,41.27793850701112
AFW,1971,,,,,,41.7301022111752
AFW,1972,,,,,,42.35613221993729
AFW,1973,,,,,,42.868123039133785
AFW,1974,,,,,,43.437155334366736
AFW,1975,,0.8430718982761091,,,,43.96707937937149
AFW,1976,,,,,,44.75257004641062
AFW,1977,,,,,,45.362264158998784
AFW,1978,,,,,,45.87627836492552
AFW,1979,,,,,,46.32850664165678
AFW,1980,,,,,,46.69622897030391
AFW,1981,,,,,,47.07521929869733
AFW,1982,,,,,,47.37394201653672
AFW,1983,,,,,,47.619502969940456
AFW,1984,,,,,,47.79751435951365
AFW,1985,40.234790802002,,,,,47.944274986639485
AFW,1986,40.5111618041992,,,,,48.037974403283904
AFW,1987,41.2768898010254,,,,,48.1393774166565
AFW,1988,41.9626502990723,,,,,48.371334911766425
AFW,1989,42.7605094909668,,,,,48.495964388199454
AFW,1990,43.5425109863281,1.4687942852407183,0.1270495086667662,,104.52449494038363,48.459295454490906
AFW,1991,44.3483009338379,,,,103.92830178403264,48.53107588419448
AFW,1992,45.1378898620605,,,,103.51459273696337,48.688592135760274
AFW,1993,45.9790191650391,,,,103.06438035160087,48.85494001323091
AFW,1994,46.8628883361816,,,,102.48420305708385,48.85928310635737
AFW,1995,47.0360107421875,,,,101.6570236822937,49.027006694121965
AFW,1996,47.9012603759766,,,,100.67132602268704,49.11155737044585
AFW,1997,48.9060592651367,,,,99.19552569611764,49.21878348591643
AFW,1998,50.2893218994141,,,,97.432071875022,49.45245902400786
AFW,1999,51.1494598388672,,,,95.35192612551032,49.82376332925814
AFW,2000,47.6228103637695,,0.1928872133777229,18.19985058486758,93.006571317231,50.29798308157511
AFW,2001,48.8175086975098,,,18.76918062266787,90.49392562186648,50.67779041313839
AFW,2002,49.5582504272461,,,19.766874199560306,87.8161044886942,51.10802357113428
AFW,2003,50.1448593139648,,,31.36837674370675,85.05489604426553,51.57812224462531
AFW,2004,51.4858207702637,,,35.87208256136227,82.35436955534979,52.10608309357605
AFW,2005,51.6088981628418,,,41.54610690056329,79.69816329681193,52.55575310011284
AFW,2006,52.296558380127,,,48.37221071174302,77.20617221917111,52.97870970612833
AFW,2007,50.3038215637207,,,52.62529131946517,74.93470979074178,53.48243140534494
AFW,2008,50.7501983642578,,,60.36555195852963,72.87603862830935,53.91626163332081
AFW,2009,50.8471183776855,,,55.56556135425945,73.05759189514362,53.85224546200102
AFW,2010,51.3876495361328,,0.2171575987266535,59.63198718283876,69.41223658525381,54.60335321338802
AFW,2011,52.4428787231445,,,65.36715006911373,67.90625160891334,54.96397348902264
AFW,2012,53.0023918151855,,,67.92956129500291,66.54131201030057,55.29270582179175
AFW,2013,53.8403511047363,,,75.42266559042517,65.50370137486624,55.55490740758571
AFW,2014,54.5429992675781,,,78.72483058488444,64.81305007600471,55.69544633985686
AFW,2015,55.4100189208984,,,70.66991392114652,63.44950477679848,56.03833564843547
AFW,2016,55.8716201782227,,,61.4480888061839,62.43064932698975,56.39245185073669
AFW,2017,56.8785209655762,,,58.22151491448049,61.50227724938512,56.626438811256605
AFW,2018,60.3549499511719,,,56.12426455549586,60.12194823653326,57.03697644138602
AFW,2019,60.1363906860352,,,59.06952771451372,59.56770255299838,57.14984675551184
AFW,2020,60.2528114318848,,0.2494384229397907,64.40742275286195,57.55020793067333,57.364425401110665
AFW,2021,60.5108909606934,,,72.24109467488591,56.47404360672718,57.36257169102738
AFW,2022,60.7809791564941,,,74.42135121595628,56.43032021713756,57.98781339451894
AFW,2023,61.0263595581055,,,,53.33721582855855,58.85572154832765
AFW,2024,61.1739692687988,,,,,
AGO,1960,,2.06146168708801,0.067,,,37.933
AGO,1961,,,,,,36.902
AGO,1962,,,,,,37.168
AGO,1963,,,,,,37.419
AGO,1964,,,,,,37.704
AGO,1965,,,0.076,,,37.968
AGO,1966,,,,,,38.258
AGO,1967,,,,,,38.616
AGO,1968,,,,,,38.968
AGO,1969,,,,,,39.329
AGO,1970,,2.72099995613098,0.116,,,39.688
AGO,1971,,,,,,40.076
AGO,1972,,,,,,40.469
AGO,1973,,,,,,40.871
AGO,1974,,,,,,41.26
AGO,1975,,,,,,40.817
AGO,1976,,,,,,40.812
AGO,1977,,,,,,41.215
AGO,1978,,,,,,41.573
AGO,1979,,,,,,41.913
AGO,1980,,,,,127.6,42.242
AGO,1981,,,,,126.4,42.556
AGO,1982,,,,,125.4,42.857
AGO,1983,,,,,124.2,41.972
AGO,1984,,,0.059,,123.4,42.245
AGO,1985,,,,,122.8,42.495
AGO,1986,,,,,122.4,42.739
AGO,1987,,,,,122.1,40.786
AGO,1988,,,,,121.9,41.471
AGO,1989,,,,,122.0,41.698
AGO,1990,,1.2913000584,0.042,,122.3,41.854
AGO,1991,,,,,122.5,43.812
AGO,1992,,,,,122.9,42.267
AGO,1993,,,,,123.1,42.19
AGO,1994,,,,,123.3,43.567
AGO,1995,,,,,123.2,46.139
AGO,1996,,,,,122.6,46.418
AGO,1997,,,0.059,,121.5,46.688
AGO,1998,,,,,119.8,45.452
AGO,1999,,,,,117.6,45.808
AGO,2000,,,,13.15998554,115.0,46.501
AGO,2001,67.4100036621094,,,29.26095772,111.9,47.032
AGO,2002,,,,29.37077141,108.1,47.874
AGO,2003,,,,35.2206955,104.0,50.218
AGO,2004,,,0.062,50.23310852,99.3,51.123
AGO,2005,,0.8,,54.66142273,94.4,52.13
AGO,2006,,,,70.28185272,89.1,52.965
AGO,2007,,,,93.42698669,83.8,54.2
AGO,2008,,,,136.34094238,78.7,55.281
AGO,2009,,,0.131,120.5289917,73.7,56.225
AGO,2010,,,,96.95197296,68.9,57.242
AGO,2011,,,,122.11888123,64.4,58.093
AGO,2012,,,,121.84848022,60.4,58.916
AGO,2013,,,,142.78450012,56.7,59.705
AGO,2014,66.0299987792969,,,130.5861969,53.6,60.396
AGO,2015,66.2399978637695,,,107.52857208,51.1,61.042
AGO,2016,,,,94.01481628,48.9,61.619
AGO,2017,,,0.212,112.75364685,47.0,62.122
AGO,2018,,,0.211,84.03104401,45.3,62.622
AGO,2019,,0.75,,64.61397552,43.8,63.051
AGO,2020,,,,55.93916321,42.3,63.116
AGO,2021,,,,67.04656982,40.9,62.958
AGO,2022,,,0.244,101.25614166,39.6,64.246
AGO,2023,,,,,38.3,64.617
ALB,1960,,5.1026759147644,0.276,,,56.413
ALB,1961,,,,,,57.488
ALB,1962,,,,,,58.494
ALB,1963,,,,,,59.479
ALB,1964,,,,,,60.404
ALB,1965,,,0.481,,,61.273
ALB,1966,,,,,,62.149
ALB,1967,,,,,,62.976
ALB,1968,,,,,,63.788
ALB,1969,,,,,,64.538
ALB,1970,,,0.739,,,65.234
ALB,1971,,,0.911,,,65.896
ALB,1972,,,0.845,,,66.526
ALB,1973,,,,,,67.107
ALB,1974,,,,,,67.633
ALB,1975,,,,,,68.12
ALB,1976,,,,,,68.57
ALB,1977,,,1.036,,,68.992
ALB,1978,,,,,66.9,69.367
ALB,1979,,,,,61.3,69.617
ALB,1980,,4.27169990539551,1.367,,56.1,69.903
ALB,1981,,4.18709993362427,,,51.6,70.145
ALB,1982,,4.16069984436035,,,47.3,70.425
ALB,1983,,4.08620023727417,1.415,,43.5,70.705
ALB,1984,,4.13899993896484,1.407,,40.2,70.984
ALB,1985,,4.13880014419556,1.406,,37.2,71.282
ALB,1986,,4.06969976425171,,,34.6,71.665
ALB,1987,,3.97000002861023,,,32.3,71.981
ALB,1988,,3.93549990653992,,,30.3,72.217
ALB,1989,,4.13210010528564,,,28.6,72.457
ALB,1990,,4.0248999596,1.371,,27.2,72.71
ALB,1991,,3.9986999035,1.452,,26.0,73.001
ALB,1992,,4.0134000778,1.593,,25.0,73.303
ALB,1993,,3.8313999176,1.368,,24.0,73.638
ALB,1994,,3.0171000957,1.285,,23.1,73.837
ALB,1995,,3.1900000572,1.292,,22.2,74.022
ALB,1996,,3.1400001049,1.308,,21.3,74.113
ALB,1997,,3.0499999523,1.323,,20.5,73.383
ALB,1998,,3.0499999523,1.338,,19.6,74.357
ALB,1999,,3.0299999714,,,18.7,74.568
ALB,2000,,3.19,1.359,65.47674561,17.9,74.826
ALB,2001,98.7099990844727,3.17,1.3,73.92171478,17.0,75.083
ALB,2002,,3.1,1.17,78.72909546,16.1,75.299
ALB,2003,,3.08,1.196,105.43667603,15.3,75.557
ALB,2004,,3.07,1.208,136.50724792,14.4,75.951
ALB,2005,,3.06,,149.97515869,13.5,76.427
ALB,2006,,3.11,1.207,164.22090149,12.7,76.994
ALB,2007,,3.09,1.218,209.31910706,11.9,77.691
ALB,2008,95.9400024414062,3.08,,237.10340881,11.1,78.248
ALB,2009,,3.0,1.248,236.94244385,10.4,78.509
ALB,2010,,2.99,1.249,253.98246765,9.7,78.414
ALB,2011,96.8499984741211,2.89,1.234,273.75292969,9.0,78.303
ALB,2012,97.25,2.89,1.278,260.68319702,8.5,78.084
ALB,2013,,2.9,1.285,276.0765686,8.0,77.995
ALB,2014,,2.88,,293.1267395,7.8,78.029
ALB,2015,,2.85,,253.93347168,7.6,78.358
ALB,2016,,2.84,1.219,275.43676758,7.6,78.643
ALB,2017,98.8199996948242,2.84,,295.52346802,7.7,78.9
ALB,2018,,2.84,,349.21127319,7.8,79.238
ALB,2019,,2.85,1.651,366.34014893,8.0,79.467
ALB,2020,,2.91,1.883,396.17477417,8.1,77.824
ALB,2021,,,,465.57043457,8.2,76.844
ALB,2022,,,,414.35025024,8.3,78.769
ALB,2023,97.6800003051758,,,,8.3,79.602
AND,1960,,,,,,72.094
AND,1961,,,,,,72.573
AND,1962,,,,,,72.993
AND,1963,,,,,,73.298
AND,1964,,,,,,73.624
AND,1965,,,,,,73.856
AND,1966,,,,,,74.02
AND,1967,,,,,,74.119
AND,1968,,,,,,74.22
AND,1969,,,,,,74.296
AND,1970,,,,,,74.452
AND,1971,,,,,,74.615
AND,1972,,,,,,74.864
AND,1973,,,,,,75.096
AND,1974,,,,,,75.34
AND,1975,,,,,,75.567
AND,1976,,,,,,75.869
AND,1977,,,,,,76.154
AND,1978,,,,,,76.488
AND,1979,,,,,,76.819
AND,1980,,,,,,77.137
AND,1981,,,,,,77.391
AND,1982,,,,,,77.617
AND,1983,,,,,,77.787
AND,1984,,,,,,77.916
AND,1985,,,,,10.1,78.006
AND,1986,,,,,9.9,78.107
AND,1987,,,,,9.7,78.189
AND,1988,,,,,9.4,78.364
AND,1989,,,,,9.2,78.557
AND,1990,,,,,9.1,78.961
AND,1991,,,,,8.8,79.346
AND,1992,,,,,8.6,79.794
AND,1993,,,,,8.4,80.186
AND,1994,,,,,8.2,80.587
AND,1995,,,2.273,,7.9,80.804
AND,1996,,3.1800000668,,,7.6,81.009
AND,1997,,3.0,2.442,,7.4,81.145
AND,1998,,3.0899999142,2.485,,7.1,81.28
AND,1999,,3.2000000477,,,6.8,81.55
AND,2000,,3.19,2.542,1295.08508301,6.6,81.863
AND,2001,,2.52,2.581,1376.14428711,6.3,82.162
AND,2002,,3.46,2.867,1583.21118164,6.1,82.448
AND,2003,,3.15,3.302,1885.52746582,5.8,82.718
AND,2004,,2.68,3.108,2059.91821289,5.6,82.815
AND,2005,,2.58,3.196,2283.44287109,5.4,83.086
AND,2006,,2.57,3.042,2156.34423828,5.1,83.374
AND,2007,,2.75,3.184,2376.66162109,4.9,83.632
AND,2008,,2.81,,2774.92602539,4.7,83.855
AND,2009,,2.5,3.6,2663.37402344,4.4,84.1
AND,2010,,,,3277.78515625,4.2,84.197
AND,2011,,,,3550.90820313,4.1,84.296
AND,2012,,,,2785.18896484,3.9,84.334
AND,2013,,,,2887.02587891,3.7,84.406
AND,2014,,,,3001.19604492,3.5,84.485
AND,2015,,,3.626,2672.26464844,3.4,84.532
AND,2016,,,,2769.15283203,3.2,84.489
AND,2017,,,,2876.17871094,3.1,84.359
AND,2018,,,,3158.13647461,2.9,84.242
AND,2019,,,,3021.43261719,2.8,84.098
AND,2020,,,,3282.81738281,2.7,79.418
AND,2021,,,,3535.98974609,2.7,82.331
AND,2022,,,,3192.31567383,2.6,84.016
AND,2023,,,,3654.07470703,2.5,84.041
ARB,1960,,1.9456666861060796,,,,44.794055674045445
ARB,1961,,,,,,45.54537103960971
ARB,1962,,,,,,45.99376916980366
ARB,1963,,,,,,46.97933815339987
ARB,1964,,,,,,47.5700340647645
ARB,1965,,,,,,48.117159090464014
ARB,1966,,,,,,48.62542398256462
ARB,1967,,,,,,49.09243360259728
ARB,1968,,,,,,49.6577868587798
ARB,1969,,,,,,50.148856580365766
ARB,1970,,1.9142925128414612,,,,50.69287106225574
ARB,1971,,,,,,51.318318885342
ARB,1972,,,,,,51.89371042765737
ARB,1973,,,,,,52.301960479589326
ARB,1974,,,,,,52.92555021552933
ARB,1975,,1.5676488782147773,,,,53.42035119442223
ARB,1976,,,,,,53.85064898830159
ARB,1977,,,,,,55.08192224077834
ARB,1978,,,,,,55.75712848175297
ARB,1979,48.3199615478516,,,,,56.47974815192209
ARB,1980,48.8503608703613,,,,,57.00635328896794
ARB,1981,49.3818702697754,1.7084504208080091,,,,57.56916644442653
ARB,1982,50.0884895324707,,,,,57.870234578278406
ARB,1983,50.195011138916,,,,,58.637606737855336
ARB,1984,50.947868347168,,,,,59.329581749818345
ARB,1985,51.687198638916,,,,,59.98946111400081
ARB,1986,52.4306297302246,,,,,60.91868449454013
ARB,1987,53.164379119873,,,,,61.62080933136935
ARB,1988,54.089241027832,,,,,61.67153285599113
ARB,1989,54.9971809387207,,,,,62.29824717621701
ARB,1990,55.965030670166,1.7651323373846608,0.6988079782264588,,62.63707593113989,62.755972729980186
ARB,1991,56.873950958252,,,,67.63749056718561,62.82750662324067
ARB,1992,57.8473510742188,,,,65.50345241397073,63.57557628287246
ARB,1993,58.5308685302734,,,,56.98644124969624,64.60128010613629
ARB,1994,59.3326797485352,,,,55.55729992784013,64.85008322612741
ARB,1995,60.1714096069336,,,,54.22720860732901,65.2025060952802
ARB,1996,61.1766090393066,,,,52.79348650639989,65.5268890989846
ARB,1997,62.1849403381348,,,,51.38374007132743,65.85299249431291
ARB,1998,63.2802886962891,,,,49.91043913332878,66.19357928898265
ARB,1999,64.2486190795898,,,,48.46317976550489,66.54993439029565
ARB,2000,65.1564178466797,1.5401060407494789,1.2010964967169546,111.8454722454853,47.01733126382462,66.89069989493441
ARB,2001,66.2500228881836,1.4881720244394347,,114.52745534159791,45.58711645406898,67.24061704399263
ARB,2002,67.2863006591797,1.5091989135459138,,113.32148689108092,44.22383476323896,67.58063027913427
ARB,2003,69.9872817993164,1.5297775151846926,,109.50739113990186,42.86354589522909,67.65033494987773
ARB,2004,70.8601379394531,1.534909029200726,,120.19369956053389,42.26337392666117,67.73310290404432
ARB,2005,71.431022644043,1.507507896818459,,133.70359481342055,40.95583456257378,68.0405024136348
ARB,2006,69.2106704711914,1.6069467824700934,,153.23635850338437,38.95227879242521,68.49126523878118
ARB,2007,70.038688659668,1.484748519089956,,179.2182058722633,37.50860115453048,68.87922643869935
ARB,2008,70.9029388427734,1.456539289823925,,210.9289646658117,36.19701485534925,69.2581327561764
ARB,2009,71.9495315551758,1.4063880762879732,,227.0323095156569,35.06479085882387,69.70690354105932
ARB,2010,72.5591812133789,1.3811406543659306,,234.4211370793072,34.84839271098657,69.80732210120267
ARB,2011,74.2926483154297,1.4010455123462295,,266.6177770014307,39.81090077112861,69.36333768598261
ARB,2012,75.1664123535156,1.3864032060098082,,294.8602628299679,33.266934660125465,69.84231660209397
ARB,2013,76.2231979370117,1.3550375164732276,,303.4395773523747,31.32268153160122,70.19210584512727
ARB,2014,76.3133087158203,1.353361949226595,,325.29696948842354,30.484604221185464,70.53506663102809
ARB,2015,77.1500396728516,1.359186811927602,,310.197661494352,29.94074854461513,70.65801236951921
ARB,2016,75.9190979003906,1.336414424141689,,309.7398066263048,29.331161101650448,70.89648811644281
ARB,2017,76.5930099487305,1.308926094114754,,304.3055369934248,29.801025655521148,71.11285600806465
ARB,2018,76.9097137451172,1.3302534933917125,,320.7383351472284,29.058437053553863,71.43129978591368
ARB,2019,77.149772644043,1.2716825322436092,,323.3266475100085,28.03825670445114,71.83989326749717
ARB,2020,77.5577621459961,1.303821507551297,1.154564815024046,325.6361724355318,27.42442807750063,70.72655881038621
ARB,2021,77.8672409057617,,,334.39670598483144,26.98374509079132,70.40411448899029
ARB,2022,78.2719268798828,,,329.9536832668056,27.767843848046613,71.87609559922223
ARB,2023,78.616569519043,,,,25.64777849785915,72.44467835785314
ARB,2024,78.9864273071289,,,,,
ARE,1960,,,,,145.4,50.651
ARE,1961,,,,,138.5,51.596
ARE,1962,,,,,131.2,52.546
ARE,1963,,,,,123.9,53.509
ARE,1964,,,,,116.7,54.495
ARE,1965,,,,,109.1,55.512
ARE,1966,,,,,101.7,56.572
ARE,1967,,,,,94.1,57.648
ARE,1968,,,,,86.6,58.727
ARE,1969,,,,,79.4,59.764
ARE,1970,,,0.909,,72.4,60.78
ARE,1971,,,,,65.9,61.753
ARE,1972,,,,,59.8,62.675
ARE,1973,,,,,54.1,63.542
ARE,1974,,,,,49.0,64.351
ARE,1975,53.5099983215332,,,,44.3,65.105
ARE,1976,,,,,40.0,65.806
ARE,1977,,,,,36.0,66.471
ARE,1978,,,,,32.4,67.083
ARE,1979,,,,,29.1,67.645
ARE,1980,,2.84949994087219,1.068,,26.2,68.157
ARE,1981,,2.87509989738464,,,23.6,68.622
ARE,1982,,,,,21.4,69.056
ARE,1983,,,,,19.5,69.448
ARE,1984,,,0.953,,17.9,69.802
ARE,1985,71.2399978637695,,,,16.5,70.123
ARE,1986,,,,,15.3,70.41
ARE,1987,,,,,14.2,70.623
ARE,1988,,,,,13.3,70.808
ARE,1989,,,,,12.5,70.96
ARE,1990,,2.6400001049,,,11.8,71.074
ARE,1991,,,,,11.2,71.144
ARE,1992,,3.0604999065,,,10.7,71.166
ARE,1993,,,,,10.2,71.159
ARE,1994,,,,,9.8,71.204
ARE,1995,,,,,9.5,71.392
ARE,1996,,2.6400001049,,,9.2,71.82
ARE,1997,,,,,9.0,72.559
ARE,1998,,,,,8.8,73.66
