ISO3,Year,Urban_Population_Percent
ESP,1969,41.012
ESP,1969,100.0
ESP,1970,6.558
ESP,1970,13.927
ESP,1970,8.371
ESP,1970,10.339
ESP,1970,2.519
ESP,1970,16.634
ESP,1970,41.653
ESP,1970,100.0
ESP,1971,6.47
ESP,1971,13.817
ESP,1971,8.32
ESP,1971,10.33
ESP,1971,2.521
ESP,1971,16.666
ESP,1971,41.876
ESP,1971,100.0
ESP,1972,6.383
ESP,1972,13.71
ESP,1972,8.27
ESP,1972,10.322
ESP,1972,2.523
ESP,1972,16.697
ESP,1972,42.094
ESP,1972,100.0
ESP,1973,6.299
ESP,1973,13.605
ESP,1973,8.222
ESP,1973,10.314
ESP,1973,2.524
ESP,1973,16.728
ESP,1973,42.307
ESP,1973,100.0
ESP,1974,6.217
ESP,1974,13.503
ESP,1974,8.174
ESP,1974,10.306
ESP,1974,2.526
ESP,1974,16.758
ESP,1974,42.516
ESP,1974,100.0
ESP,1975,6.136
ESP,1975,13.403
ESP,1975,8.128
ESP,1975,10.298
ESP,1975,2.528
ESP,1975,16.788
ESP,1975,42.72
ESP,1975,100.0
ESP,1976,6.093
ESP,1976,13.316
ESP,1976,8.055
ESP,1976,10.278
ESP,1976,2.504
ESP,1976,16.756
ESP,1976,43.0
ESP,1976,100.0
ESP,1977,6.05
ESP,1977,13.23
ESP,1977,7.983
ESP,1977,10.258
ESP,1977,2.48
ESP,1977,16.724
ESP,1977,43.275
ESP,1977,100.0
ESP,1978,6.008
ESP,1978,13.146
ESP,1978,7.912
ESP,1978,10.239
ESP,1978,2.458
ESP,1978,16.693
ESP,1978,43.544
ESP,1978,100.0
ESP,1979,5.967
ESP,1979,13.064
ESP,1979,7.843
ESP,1979,10.22
ESP,1979,2.435
ESP,1979,16.662
ESP,1979,43.809
ESP,1979,100.0
ESP,1980,5.926
ESP,1980,12.983
ESP,1980,7.775
ESP,1980,10.202
ESP,1980,2.413
ESP,1980,16.632
ESP,1980,44.069
ESP,1980,100.0
ESP,1981,5.907
ESP,1981,12.951
ESP,1981,7.745
ESP,1981,10.205
ESP,1981,2.394
ESP,1981,16.527
ESP,1981,44.271
ESP,1981,100.0
ESP,1982,5.887
ESP,1982,12.92
ESP,1982,7.714
ESP,1982,10.208
ESP,1982,2.376
ESP,1982,16.424
ESP,1982,44.471
ESP,1982,100.0
ESP,1983,5.868
ESP,1983,12.89
ESP,1983,7.684
ESP,1983,10.21
ESP,1983,2.358
ESP,1983,16.321
ESP,1983,44.668
ESP,1983,100.0
ESP,1984,5.849
ESP,1984,12.859
ESP,1984,7.654
ESP,1984,10.213
ESP,1984,2.34
ESP,1984,16.22
ESP,1984,44.864
ESP,1984,100.0
ESP,1985,5.831
ESP,1985,12.829
ESP,1985,7.625
ESP,1985,10.216
ESP,1985,2.323
ESP,1985,16.12
ESP,1985,45.057
ESP,1985,100.0
ESP,1986,5.823
ESP,1986,12.784
ESP,1986,7.603
ESP,1986,10.231
ESP,1986,2.327
ESP,1986,16.093
ESP,1986,45.138
ESP,1986,100.0
ESP,1987,5.815
ESP,1987,12.739
ESP,1987,7.582
ESP,1987,10.246
ESP,1987,2.332
ESP,1987,16.067
ESP,1987,45.219
ESP,1987,100.0
ESP,1988,5.808
ESP,1988,12.694
ESP,1988,7.561
ESP,1988,10.261
ESP,1988,2.336
ESP,1988,16.04
ESP,1988,45.299
ESP,1988,100.0
ESP,1989,5.8
ESP,1989,12.65
ESP,1989,7.54
ESP,1989,10.276
ESP,1989,2.341
ESP,1989,16.014
ESP,1989,45.379
ESP,1989,100.0
ESP,1990,5.793
ESP,1990,12.605
ESP,1990,7.519
ESP,1990,10.291
ESP,1990,2.345
ESP,1990,15.988
ESP,1990,45.458
ESP,1990,100.0
ESP,1991,5.745
ESP,1991,12.517
ESP,1991,7.517
ESP,1991,10.372
ESP,1991,2.383
ESP,1991,15.897
ESP,1991,45.568
ESP,1991,100.0
ESP,1992,5.698
ESP,1992,12.43
ESP,1992,7.516
ESP,1992,10.452
ESP,1992,2.421
ESP,1992,15.806
ESP,1992,45.678
ESP,1992,100.0
ESP,1993,5.651
ESP,1993,12.343
ESP,1993,7.514
ESP,1993,10.531
ESP,1993,2.458
ESP,1993,15.717
ESP,1993,45.786
ESP,1993,100.0
ESP,1994,5.605
ESP,1994,12.258
ESP,1994,7.512
ESP,1994,10.609
ESP,1994,2.495
ESP,1994,15.628
ESP,1994,45.893
ESP,1994,100.0
ESP,1995,5.559
ESP,1995,12.173
ESP,1995,7.511
ESP,1995,10.686
ESP,1995,2.532
ESP,1995,15.54
ESP,1995,46.0
ESP,1995,100.0
ESP,1996,5.514
ESP,1996,12.089
ESP,1996,7.469
ESP,1996,10.748
ESP,1996,2.586
ESP,1996,15.579
ESP,1996,46.016
ESP,1996,100.0
ESP,1997,5.469
ESP,1997,12.007
ESP,1997,7.427
ESP,1997,10.808
ESP,1997,2.641
ESP,1997,15.616
ESP,1997,46.032
ESP,1997,100.0
ESP,1998,5.425
ESP,1998,11.925
ESP,1998,7.385
ESP,1998,10.869
ESP,1998,2.694
ESP,1998,15.654
ESP,1998,46.048
ESP,1998,100.0
ESP,1999,5.381
ESP,1999,11.844
ESP,1999,7.344
ESP,1999,10.928
ESP,1999,2.747
ESP,1999,15.691
ESP,1999,46.064
ESP,1999,100.0
ESP,2000,5.337
ESP,2000,11.764
ESP,2000,7.303
ESP,2000,10.988
ESP,2000,2.8
ESP,2000,15.728
ESP,2000,46.08
ESP,2000,100.0
ESP,2001,5.269
ESP,2001,11.74
ESP,2001,7.284
ESP,2001,11.078
ESP,2001,2.764
ESP,2001,15.604
ESP,2001,46.26
ESP,2001,100.0
ESP,2002,5.203
ESP,2002,11.716
ESP,2002,7.265
ESP,2002,11.167
ESP,2002,2.73
ESP,2002,15.484
ESP,2002,46.436
ESP,2002,100.0
ESP,2003,5.139
ESP,2003,11.693
ESP,2003,7.246
ESP,2003,11.252
ESP,2003,2.696
ESP,2003,15.366
ESP,2003,46.607
ESP,2003,100.0
ESP,2004,5.077
ESP,2004,11.671
ESP,2004,7.228
ESP,2004,11.336
ESP,2004,2.663
ESP,2004,15.252
ESP,2004,46.773
ESP,2004,100.0
ESP,2005,5.016
ESP,2005,11.649
ESP,2005,7.21
ESP,2005,11.417
ESP,2005,2.631
ESP,2005,15.141
ESP,2005,46.935
ESP,2005,100.0
ESP,2006,4.952
ESP,2006,11.589
ESP,2006,7.122
ESP,2006,11.437
ESP,2006,2.709
ESP,2006,15.188
ESP,2006,47.003
ESP,2006,100.0
ESP,2007,4.89
ESP,2007,11.53
ESP,2007,7.036
ESP,2007,11.456
ESP,2007,2.784
ESP,2007,15.234
ESP,2007,47.07
ESP,2007,100.0
ESP,2008,4.829
ESP,2008,11.473
ESP,2008,6.952
ESP,2008,11.475
ESP,2008,2.858
ESP,2008,15.278
ESP,2008,47.135
ESP,2008,100.0
ESP,2009,4.77
ESP,2009,11.417
ESP,2009,6.87
ESP,2009,11.493
ESP,2009,2.929
ESP,2009,15.322
ESP,2009,47.199
ESP,2009,100.0
ESP,2010,4.712
ESP,2010,11.362
ESP,2010,6.79
ESP,2010,11.511
ESP,2010,2.999
ESP,2010,15.364
ESP,2010,47.261
ESP,2010,100.0
ESP,2011,4.698
ESP,2011,11.27
ESP,2011,6.769
ESP,2011,11.464
ESP,2011,2.963
ESP,2011,15.208
ESP,2011,47.629
ESP,2011,100.0
ESP,2012,4.683
ESP,2012,11.177
ESP,2012,6.748
ESP,2012,11.416
ESP,2012,2.927
ESP,2012,15.052
ESP,2012,47.998
ESP,2012,100.0
ESP,2013,4.668
ESP,2013,11.084
ESP,2013,6.726
ESP,2013,11.368
ESP,2013,2.89
ESP,2013,14.896
ESP,2013,48.367
ESP,2013,100.0
ESP,2014,4.653
ESP,2014,10.991
ESP,2014,6.705
ESP,2014,11.32
ESP,2014,2.854
ESP,2014,14.74
ESP,2014,48.737
ESP,2014,100.0
ESP,2015,4.638
ESP,2015,10.898
ESP,2015,6.684
ESP,2015,11.272
ESP,2015,2.818
ESP,2015,14.584
ESP,2015,49.108
ESP,2015,100.0
ESP,2016,4.606
ESP,2016,10.805
ESP,2016,6.634
ESP,2016,11.222
ESP,2016,2.762
ESP,2016,14.447
ESP,2016,49.525
ESP,2016,100.0
ESP,2017,4.574
ESP,2017,10.712
ESP,2017,6.585
ESP,2017,11.173
ESP,2017,2.706
ESP,2017,14.311
ESP,2017,49.938
ESP,2017,100.0
ESP,2018,4.543
ESP,2018,10.621
ESP,2018,6.537
ESP,2018,11.124
ESP,2018,2.651
ESP,2018,14.176
ESP,2018,50.348
ESP,2018,100.0
ESP,2019,4.512
ESP,2019,10.53
ESP,2019,6.489
ESP,2019,11.076
ESP,2019,2.596
ESP,2019,14.042
ESP,2019,50.755
ESP,2019,100.0
ESP,2020,4.481
ESP,2020,10.44
ESP,2020,6.441
ESP,2020,11.028
ESP,2020,2.542
ESP,2020,13.91
ESP,2020,51.158
ESP,2020,100.0
ESP,2021,4.462
ESP,2021,10.36
ESP,2021,6.41
ESP,2021,11.06
ESP,2021,2.54
ESP,2021,13.916
ESP,2021,51.252
ESP,2021,100.0
ESP,2022,4.444
ESP,2022,10.28
ESP,2022,6.379
ESP,2022,11.093
ESP,2022,2.537
ESP,2022,13.921
ESP,2022,51.346
ESP,2022,100.0
ESP,2023,4.426
ESP,2023,10.2
ESP,2023,6.347
ESP,2023,11.125
ESP,2023,2.535
ESP,2023,13.927
ESP,2023,51.44
ESP,2023,100.0
ESP,2024,4.407
ESP,2024,10.12
ESP,2024,6.316
ESP,2024,11.157
ESP,2024,2.533
ESP,2024,13.933
ESP,2024,51.534
ESP,2024,100.0
ESP,2025,4.389
ESP,2025,10.04
ESP,2025,6.285
ESP,2025,11.189
ESP,2025,2.531
ESP,2025,13.938
ESP,2025,51.628
ESP,2025,100.0
ESP,2026,4.371
ESP,2026,9.969
ESP,2026,6.265
ESP,2026,11.233
ESP,2026,2.538
ESP,2026,13.927
ESP,2026,51.698
ESP,2026,100.0
ESP,2027,4.353
ESP,2027,9.898
ESP,2027,6.244
ESP,2027,11.277
ESP,2027,2.546
ESP,2027,13.915
ESP,2027,51.769
ESP,2027,100.0
ESP,2028,4.334
ESP,2028,9.826
ESP,2028,6.224
ESP,2028,11.321
ESP,2028,2.553
ESP,2028,13.903
ESP,2028,51.84
ESP,2028,100.0
ESP,2029,4.316
ESP,2029,9.755
ESP,2029,6.203
ESP,2029,11.365
ESP,2029,2.561
ESP,2029,13.891
ESP,2029,51.91
ESP,2029,100.0
ESP,2030,4.297
ESP,2030,9.683
ESP,2030,6.183
ESP,2030,11.409
ESP,2030,2.568
ESP,2030,13.879
ESP,2030,51.981
ESP,2030,100.0
ESP,2031,4.267
ESP,2031,9.62
ESP,2031,6.167
ESP,2031,11.45
ESP,2031,2.557
ESP,2031,13.863
ESP,2031,52.076
ESP,2031,100.0
ESP,2032,4.236
ESP,2032,9.557
ESP,2032,6.151
ESP,2032,11.492
ESP,2032,2.545
ESP,2032,13.847
ESP,2032,52.171
ESP,2032,100.0
ESP,2033,4.206
ESP,2033,9.494
ESP,2033,6.134
ESP,2033,11.534
ESP,2033,2.533
ESP,2033,13.832
ESP,2033,52.267
ESP,2033,100.0
ESP,2034,4.175
ESP,2034,9.431
ESP,2034,6.118
ESP,2034,11.577
ESP,2034,2.521
ESP,2034,13.816
ESP,2034,52.362
ESP,2034,100.0
ESP,2035,4.144
ESP,2035,9.367
ESP,2035,6.102
ESP,2035,11.619
ESP,2035,2.509
ESP,2035,13.8
ESP,2035,52.459
ESP,2035,100.0
ESP,2036,4.115
ESP,2036,9.305
ESP,2036,6.082
ESP,2036,11.663
ESP,2036,2.497
ESP,2036,13.783
ESP,2036,52.554
ESP,2036,100.0
ESP,2037,4.086
ESP,2037,9.243
ESP,2037,6.062
ESP,2037,11.708
ESP,2037,2.485
ESP,2037,13.767
ESP,2037,52.65
ESP,2037,100.0
ESP,2038,4.057
ESP,2038,9.18
ESP,2038,6.041
ESP,2038,11.753
ESP,2038,2.473
ESP,2038,13.75
ESP,2038,52.746
ESP,2038,100.0
ESP,2039,4.028
ESP,2039,9.117
ESP,2039,6.021
ESP,2039,11.798
ESP,2039,2.461
ESP,2039,13.733
ESP,2039,52.842
ESP,2039,100.0
ESP,2040,3.998
ESP,2040,9.054
ESP,2040,6.0
ESP,2040,11.843
ESP,2040,2.449
ESP,2040,13.716
ESP,2040,52.94
ESP,2040,100.0
ESP,2041,3.963
ESP,2041,8.995
ESP,2041,5.975
ESP,2041,11.869
ESP,2041,2.452
ESP,2041,13.705
ESP,2041,53.04
ESP,2041,100.0
ESP,2042,3.927
ESP,2042,8.937
ESP,2042,5.95
ESP,2042,11.895
ESP,2042,2.456
ESP,2042,13.694
ESP,2042,53.141
ESP,2042,100.0
ESP,2043,3.892
ESP,2043,8.878
ESP,2043,5.925
ESP,2043,11.921
ESP,2043,2.46
ESP,2043,13.682
ESP,2043,53.242
ESP,2043,100.0
ESP,2044,3.856
ESP,2044,8.818
ESP,2044,5.899
ESP,2044,11.947
ESP,2044,2.464
ESP,2044,13.671
ESP,2044,53.345
ESP,2044,100.0
ESP,2045,3.819
ESP,2045,8.759
ESP,2045,5.874
ESP,2045,11.974
ESP,2045,2.467
ESP,2045,13.66
ESP,2045,53.447
ESP,2045,100.0
ESP,2046,3.785
ESP,2046,8.707
ESP,2046,5.861
ESP,2046,11.987
ESP,2046,2.489
ESP,2046,13.638
ESP,2046,53.535
ESP,2046,100.0
ESP,2047,3.75
ESP,2047,8.654
ESP,2047,5.848
ESP,2047,11.999
ESP,2047,2.511
ESP,2047,13.615
ESP,2047,53.623
ESP,2047,100.0
ESP,2048,3.715
ESP,2048,8.601
ESP,2048,5.835
ESP,2048,12.013
ESP,2048,2.533
ESP,2048,13.593
ESP,2048,53.711
ESP,2048,100.0
ESP,2049,3.679
ESP,2049,8.547
ESP,2049,5.822
ESP,2049,12.026
ESP,2049,2.555
ESP,2049,13.57
ESP,2049,53.801
ESP,2049,100.0
ESP,2050,3.643
ESP,2050,8.493
ESP,2050,5.808
ESP,2050,12.039
ESP,2050,2.577
ESP,2050,13.548
ESP,2050,53.891
ESP,2050,100.0
EST,1950,15.122
EST,1950,13.658
EST,1950,5.163
EST,1950,12.24
EST,1950,2.301
EST,1950,26.191
EST,1950,25.325
EST,1950,100.0
EST,1951,14.923
EST,1951,13.586
EST,1951,5.154
EST,1951,12.263
EST,1951,2.307
EST,1951,26.187
EST,1951,25.579
EST,1951,100.0
EST,1952,14.729
EST,1952,13.515
EST,1952,5.146
EST,1952,12.286
EST,1952,2.313
EST,1952,26.184
EST,1952,25.827
EST,1952,100.0
EST,1953,14.539
EST,1953,13.446
EST,1953,5.137
EST,1953,12.308
EST,1953,2.319
EST,1953,26.181
EST,1953,26.07
EST,1953,100.0
EST,1954,14.353
EST,1954,13.379
EST,1954,5.129
EST,1954,12.33
EST,1954,2.324
EST,1954,26.178
EST,1954,26.307
EST,1954,100.0
EST,1955,14.171
EST,1955,13.313
EST,1955,5.121
EST,1955,12.351
EST,1955,2.33
EST,1955,26.175
EST,1955,26.539
EST,1955,100.0
EST,1956,14.029
EST,1956,13.271
EST,1956,5.118
EST,1956,12.363
EST,1956,2.336
EST,1956,26.007
EST,1956,26.877
EST,1956,100.0
EST,1957,13.888
EST,1957,13.229
EST,1957,5.115
EST,1957,12.375
EST,1957,2.341
EST,1957,25.842
EST,1957,27.209
EST,1957,100.0
EST,1958,13.751
EST,1958,13.188
EST,1958,5.112
EST,1958,12.387
EST,1958,2.347
EST,1958,25.681
EST,1958,27.534
EST,1958,100.0
EST,1959,13.615
EST,1959,13.148
EST,1959,5.11
EST,1959,12.399
EST,1959,2.352
EST,1959,25.522
EST,1959,27.854
EST,1959,100.0
EST,1960,13.482
EST,1960,13.109
EST,1960,5.107
EST,1960,12.41
EST,1960,2.358
EST,1960,25.366
EST,1960,28.168
EST,1960,100.0
EST,1961,13.31
EST,1961,13.035
EST,1961,5.098
EST,1961,12.419
EST,1961,2.362
EST,1961,23.784
EST,1961,29.991
EST,1961,100.0
EST,1962,13.142
EST,1962,12.963
EST,1962,5.089
EST,1962,12.427
EST,1962,2.367
EST,1962,22.24
EST,1962,31.772
EST,1962,100.0
EST,1963,12.978
EST,1963,12.893
EST,1963,5.08
EST,1963,12.435
EST,1963,2.371
EST,1963,20.731
EST,1963,33.512
EST,1963,100.0
EST,1964,12.818
EST,1964,12.825
EST,1964,5.071
EST,1964,12.443
EST,1964,2.375
EST,1964,19.256
EST,1964,35.212
EST,1964,100.0
EST,1965,12.661
EST,1965,12.758
EST,1965,5.063
EST,1965,12.451
EST,1965,2.379
EST,1965,17.814
EST,1965,36.874
EST,1965,100.0
EST,1966,12.515
EST,1966,12.696
EST,1966,5.056
EST,1966,12.452
EST,1966,2.383
EST,1966,17.765
EST,1966,37.132
EST,1966,100.0
EST,1967,12.372
EST,1967,12.635
EST,1967,5.049
EST,1967,12.454
EST,1967,2.387
EST,1967,17.718
EST,1967,37.384
EST,1967,100.0
EST,1968,12.233
EST,1968,12.575
EST,1968,5.043
EST,1968,12.455
EST,1968,2.391
EST,1968,17.672
EST,1968,37.631
EST,1968,100.0
EST,1969,12.096
EST,1969,12.517
EST,1969,5.036
EST,1969,12.457
EST,1969,2.395
EST,1969,17.626
EST,1969,37.873
EST,1969,100.0
EST,1970,11.962
EST,1970,12.46
EST,1970,5.03
EST,1970,12.458
EST,1970,2.399
EST,1970,17.582
EST,1970,38.11
EST,1970,100.0
EST,1971,11.846
EST,1971,12.415
EST,1971,5.027
EST,1971,12.454
EST,1971,2.403
EST,1971,16.709
EST,1971,39.147
EST,1971,100.0
EST,1972,11.731
EST,1972,12.37
EST,1972,5.024
EST,1972,12.451
EST,1972,2.407
EST,1972,15.851
EST,1972,40.166
EST,1972,100.0
EST,1973,11.619
EST,1973,12.327
EST,1973,5.021
EST,1973,12.447
EST,1973,2.411
EST,1973,15.008
EST,1973,41.167
EST,1973,100.0
EST,1974,11.509
EST,1974,12.284
EST,1974,5.018
EST,1974,12.444
EST,1974,2.415
EST,1974,14.18
EST,1974,42.15
EST,1974,100.0
EST,1975,11.401
EST,1975,12.242
EST,1975,5.015
EST,1975,12.44
EST,1975,2.419
EST,1975,13.367
EST,1975,43.117
EST,1975,100.0
EST,1976,11.37
EST,1976,12.14
EST,1976,5.05
EST,1976,12.317
EST,1976,2.604
EST,1976,12.824
EST,1976,43.694
EST,1976,100.0
EST,1977,11.34
EST,1977,12.04
EST,1977,5.086
EST,1977,12.196
EST,1977,2.787
EST,1977,12.288
EST,1977,44.263
EST,1977,100.0
EST,1978,11.311
EST,1978,11.94
EST,1978,5.12
EST,1978,12.077
EST,1978,2.967
EST,1978,11.761
EST,1978,44.824
EST,1978,100.0
EST,1979,11.281
EST,1979,11.843
EST,1979,5.155
EST,1979,11.959
EST,1979,3.144
EST,1979,11.241
EST,1979,45.376
EST,1979,100.0
EST,1980,11.253
EST,1980,11.747
EST,1980,5.188
EST,1980,11.843
EST,1980,3.319
EST,1980,10.729
EST,1980,45.921
EST,1980,100.0
EST,1981,11.29
EST,1981,11.759
EST,1981,5.319
EST,1981,11.77
EST,1981,3.278
EST,1981,11.259
EST,1981,45.326
EST,1981,100.0
EST,1982,11.326
EST,1982,11.771
EST,1982,5.448
EST,1982,11.697
EST,1982,3.237
EST,1982,11.783
EST,1982,44.738
EST,1982,100.0
EST,1983,11.362
EST,1983,11.783
EST,1983,5.575
EST,1983,11.625
EST,1983,3.197
EST,1983,12.299
EST,1983,44.158
EST,1983,100.0
EST,1984,11.398
EST,1984,11.795
EST,1984,5.701
EST,1984,11.555
EST,1984,3.157
EST,1984,12.809
EST,1984,43.586
EST,1984,100.0
EST,1985,11.433
EST,1985,11.806
EST,1985,5.825
EST,1985,11.485
EST,1985,3.117
EST,1985,13.313
EST,1985,43.021
EST,1985,100.0
EST,1986,11.54
EST,1986,11.921
EST,1986,6.006
EST,1986,11.432
EST,1986,3.177
EST,1986,13.778
EST,1986,42.147
EST,1986,100.0
EST,1987,11.645
EST,1987,12.034
EST,1987,6.185
EST,1987,11.38
EST,1987,3.235
EST,1987,14.237
EST,1987,41.283
EST,1987,100.0
EST,1988,11.749
EST,1988,12.146
EST,1988,6.362
EST,1988,11.329
EST,1988,3.293
EST,1988,14.691
EST,1988,40.43
EST,1988,100.0
EST,1989,11.851
EST,1989,12.257
EST,1989,6.537
EST,1989,11.278
EST,1989,3.351
EST,1989,15.14
EST,1989,39.586
EST,1989,100.0
EST,1990,11.953
EST,1990,12.366
EST,1990,6.71
EST,1990,11.228
EST,1990,3.407
EST,1990,15.584
EST,1990,38.752
EST,1990,100.0
EST,1991,12.069
EST,1991,12.466
EST,1991,6.77
EST,1991,11.265
EST,1991,3.482
EST,1991,15.337
EST,1991,38.612
EST,1991,100.0
EST,1992,12.188
EST,1992,12.569
EST,1992,6.831
EST,1992,11.304
EST,1992,3.558
EST,1992,15.082
EST,1992,38.468
EST,1992,100.0
EST,1993,12.311
EST,1993,12.676
EST,1993,6.895
EST,1993,11.344
EST,1993,3.637
EST,1993,14.819
EST,1993,38.319
EST,1993,100.0
EST,1994,12.438
EST,1994,12.785
EST,1994,6.961
EST,1994,11.385
EST,1994,3.719
EST,1994,14.548
EST,1994,38.165
EST,1994,100.0
EST,1995,12.569
EST,1995,12.899
EST,1995,7.029
EST,1995,11.427
EST,1995,3.803
EST,1995,14.268
EST,1995,38.006
EST,1995,100.0
EST,1996,12.749
EST,1996,13.148
EST,1996,7.002
EST,1996,11.748
EST,1996,3.52
EST,1996,14.197
EST,1996,37.635
EST,1996,100.0
EST,1997,12.932
EST,1997,13.401
EST,1997,6.976
EST,1997,12.074
EST,1997,3.233
EST,1997,14.125
EST,1997,37.259
EST,1997,100.0
EST,1998,13.118
EST,1998,13.659
EST,1998,6.949
EST,1998,12.406
EST,1998,2.941
EST,1998,14.051
EST,1998,36.876
EST,1998,100.0
EST,1999,13.306
EST,1999,13.92
EST,1999,6.922
EST,1999,12.742
EST,1999,2.645
EST,1999,13.977
EST,1999,36.488
EST,1999,100.0
EST,2000,13.498
EST,2000,14.185
EST,2000,6.894
EST,2000,13.084
EST,2000,2.344
EST,2000,13.901
EST,2000,36.093
EST,2000,100.0
EST,2001,13.552
EST,2001,14.402
EST,2001,6.897
EST,2001,13.198
EST,2001,2.431
EST,2001,14.031
EST,2001,35.488
EST,2001,100.0
EST,2002,13.606
EST,2002,14.622
EST,2002,6.901
EST,2002,13.313
EST,2002,2.519
EST,2002,14.163
EST,2002,34.876
EST,2002,100.0
EST,2003,13.661
EST,2003,14.844
EST,2003,6.904
EST,2003,13.429
EST,2003,2.608
EST,2003,14.297
EST,2003,34.257
EST,2003,100.0
EST,2004,13.717
EST,2004,15.069
EST,2004,6.908
EST,2004,13.546
EST,2004,2.698
EST,2004,14.433
EST,2004,33.629
EST,2004,100.0
EST,2005,13.774
EST,2005,15.297
EST,2005,6.911
EST,2005,13.666
EST,2005,2.789
EST,2005,14.57
EST,2005,32.994
EST,2005,100.0
EST,2006,13.777
EST,2006,15.378
EST,2006,6.961
EST,2006,13.862
EST,2006,2.625
EST,2006,14.345
EST,2006,33.052
EST,2006,100.0
EST,2007,13.781
EST,2007,15.459
EST,2007,7.011
EST,2007,14.06
EST,2007,2.46
EST,2007,14.118
EST,2007,33.11
EST,2007,100.0
EST,2008,13.784
EST,2008,15.541
EST,2008,7.062
EST,2008,14.26
EST,2008,2.294
EST,2008,13.89
EST,2008,33.168
EST,2008,100.0
EST,2009,13.788
EST,2009,15.624
EST,2009,7.113
EST,2009,14.461
EST,2009,2.127
EST,2009,13.661
EST,2009,33.227
EST,2009,100.0
EST,2010,13.792
EST,2010,15.707
EST,2010,7.164
EST,2010,14.663
EST,2010,1.958
EST,2010,13.43
EST,2010,33.286
EST,2010,100.0
EST,2011,13.67
EST,2011,15.617
EST,2011,7.33
EST,2011,14.407
EST,2011,2.025
EST,2011,13.171
EST,2011,33.779
EST,2011,100.0
EST,2012,13.548
EST,2012,15.527
EST,2012,7.496
EST,2012,14.15
EST,2012,2.093
EST,2012,12.912
EST,2012,34.275
EST,2012,100.0
EST,2013,13.424
EST,2013,15.436
EST,2013,7.663
EST,2013,13.892
EST,2013,2.16
EST,2013,12.651
EST,2013,34.774
EST,2013,100.0
EST,2014,13.301
EST,2014,15.345
EST,2014,7.831
EST,2014,13.632
EST,2014,2.228
EST,2014,12.389
EST,2014,35.275
EST,2014,100.0
EST,2015,13.176
EST,2015,15.253
EST,2015,8.0
EST,2015,13.371
EST,2015,2.297
EST,2015,12.125
EST,2015,35.778
EST,2015,100.0
EST,2016,13.057
EST,2016,15.156
EST,2016,7.925
EST,2016,13.242
EST,2016,2.325
EST,2016,11.968
EST,2016,36.327
EST,2016,100.0
EST,2017,12.937
EST,2017,15.059
EST,2017,7.85
EST,2017,13.114
EST,2017,2.353
EST,2017,11.813
EST,2017,36.874
EST,2017,100.0
EST,2018,12.819
EST,2018,14.963
EST,2018,7.776
EST,2018,12.986
EST,2018,2.381
EST,2018,11.658
EST,2018,37.418
EST,2018,100.0
EST,2019,12.701
EST,2019,14.867
EST,2019,7.702
EST,2019,12.859
EST,2019,2.408
EST,2019,11.504
EST,2019,37.96
EST,2019,100.0
EST,2020,12.583
EST,2020,14.772
EST,2020,7.629
EST,2020,12.732
EST,2020,2.436
EST,2020,11.35
EST,2020,38.499
EST,2020,100.0
EST,2021,12.515
EST,2021,14.705
EST,2021,7.639
EST,2021,12.779
EST,2021,2.357
EST,2021,11.444
EST,2021,38.561
EST,2021,100.0
EST,2022,12.448
EST,2022,14.638
EST,2022,7.65
EST,2022,12.826
EST,2022,2.278
EST,2022,11.538
EST,2022,38.623
EST,2022,100.0
EST,2023,12.38
EST,2023,14.572
EST,2023,7.66
EST,2023,12.872
EST,2023,2.2
EST,2023,11.631
EST,2023,38.684
EST,2023,100.0
EST,2024,12.313
EST,2024,14.505
EST,2024,7.671
EST,2024,12.919
EST,2024,2.122
EST,2024,11.724
EST,2024,38.745
EST,2024,100.0
EST,2025,12.247
EST,2025,14.439
EST,2025,7.681
EST,2025,12.965
EST,2025,2.045
EST,2025,11.816
EST,2025,38.806
EST,2025,100.0
EST,2026,12.229
EST,2026,14.39
EST,2026,7.671
EST,2026,13.005
EST,2026,2.125
EST,2026,11.75
EST,2026,38.83
EST,2026,100.0
EST,2027,12.21
EST,2027,14.339
EST,2027,7.661
EST,2027,13.045
EST,2027,2.207
EST,2027,11.684
EST,2027,38.854
EST,2027,100.0
EST,2028,12.192
EST,2028,14.288
EST,2028,7.651
EST,2028,13.086
EST,2028,2.29
EST,2028,11.616
EST,2028,38.878
EST,2028,100.0
EST,2029,12.173
EST,2029,14.236
EST,2029,7.64
EST,2029,13.128
EST,2029,2.373
EST,2029,11.548
EST,2029,38.902
EST,2029,100.0
EST,2030,12.153
EST,2030,14.184
EST,2030,7.629
EST,2030,13.17
EST,2030,2.458
EST,2030,11.479
EST,2030,38.927
EST,2030,100.0
EST,2031,12.062
EST,2031,14.099
EST,2031,7.601
EST,2031,13.206
EST,2031,2.464
EST,2031,11.51
EST,2031,39.058
EST,2031,100.0
EST,2032,11.969
EST,2032,14.013
EST,2032,7.573
EST,2032,13.242
EST,2032,2.469
EST,2032,11.542
EST,2032,39.191
EST,2032,100.0
EST,2033,11.876
EST,2033,13.927
EST,2033,7.544
EST,2033,13.279
EST,2033,2.475
EST,2033,11.575
EST,2033,39.325
EST,2033,100.0
EST,2034,11.781
EST,2034,13.84
EST,2034,7.515
EST,2034,13.316
EST,2034,2.48
EST,2034,11.607
EST,2034,39.461
EST,2034,100.0
EST,2035,11.685
EST,2035,13.751
EST,2035,7.486
