ISO3,Year,Urban_Population_Percent
NER,1956,24.919
NER,1956,23.645
NER,1956,21.612
NER,1956,2.306
NER,1956,1.032
NER,1956,25.721
NER,1956,0.765
NER,1956,100.0
NER,1957,24.409
NER,1957,23.692
NER,1957,21.674
NER,1957,2.35
NER,1957,1.048
NER,1957,25.343
NER,1957,1.485
NER,1957,100.0
NER,1958,23.927
NER,1958,23.737
NER,1958,21.732
NER,1958,2.391
NER,1958,1.062
NER,1958,24.986
NER,1958,2.164
NER,1958,100.0
NER,1959,23.472
NER,1959,23.778
NER,1959,21.787
NER,1959,2.43
NER,1959,1.076
NER,1959,24.65
NER,1959,2.806
NER,1959,100.0
NER,1960,23.042
NER,1960,23.818
NER,1960,21.839
NER,1960,2.468
NER,1960,1.089
NER,1960,24.331
NER,1960,3.414
NER,1960,100.0
NER,1961,22.526
NER,1961,23.84
NER,1961,21.881
NER,1961,2.517
NER,1961,1.106
NER,1961,24.226
NER,1961,3.904
NER,1961,100.0
NER,1962,22.041
NER,1962,23.86
NER,1962,21.92
NER,1962,2.564
NER,1962,1.122
NER,1962,24.127
NER,1962,4.365
NER,1962,100.0
NER,1963,21.584
NER,1963,23.88
NER,1963,21.957
NER,1963,2.607
NER,1963,1.137
NER,1963,24.034
NER,1963,4.8
NER,1963,100.0
NER,1964,21.152
NER,1964,23.898
NER,1964,21.992
NER,1964,2.649
NER,1964,1.151
NER,1964,23.946
NER,1964,5.211
NER,1964,100.0
NER,1965,20.743
NER,1965,23.915
NER,1965,22.025
NER,1965,2.688
NER,1965,1.165
NER,1965,23.863
NER,1965,5.6
NER,1965,100.0
NER,1966,20.276
NER,1966,23.922
NER,1966,22.044
NER,1966,2.738
NER,1966,1.182
NER,1966,23.769
NER,1966,6.069
NER,1966,100.0
NER,1967,19.835
NER,1967,23.928
NER,1967,22.062
NER,1967,2.785
NER,1967,1.197
NER,1967,23.68
NER,1967,6.512
NER,1967,100.0
NER,1968,19.419
NER,1968,23.934
NER,1968,22.079
NER,1968,2.829
NER,1968,1.212
NER,1968,23.596
NER,1968,6.93
NER,1968,100.0
NER,1969,19.024
NER,1969,23.939
NER,1969,22.095
NER,1969,2.871
NER,1969,1.226
NER,1969,23.517
NER,1969,7.326
NER,1969,100.0
NER,1970,18.65
NER,1970,23.945
NER,1970,22.111
NER,1970,2.911
NER,1970,1.24
NER,1970,23.441
NER,1970,7.702
NER,1970,100.0
NER,1971,18.229
NER,1971,23.937
NER,1971,22.11
NER,1971,2.961
NER,1971,1.256
NER,1971,22.801
NER,1971,8.708
NER,1971,100.0
NER,1972,17.83
NER,1972,23.929
NER,1972,22.109
NER,1972,3.007
NER,1972,1.271
NER,1972,22.195
NER,1972,9.659
NER,1972,100.0
NER,1973,17.452
NER,1973,23.922
NER,1973,22.108
NER,1973,3.051
NER,1973,1.285
NER,1973,21.621
NER,1973,10.561
NER,1973,100.0
NER,1974,17.094
NER,1974,23.915
NER,1974,22.107
NER,1974,3.093
NER,1974,1.299
NER,1974,21.077
NER,1974,11.415
NER,1974,100.0
NER,1975,16.754
NER,1975,23.908
NER,1975,22.106
NER,1975,3.133
NER,1975,1.312
NER,1975,20.56
NER,1975,12.227
NER,1975,100.0
NER,1976,16.417
NER,1976,23.812
NER,1976,22.104
NER,1976,3.243
NER,1976,1.365
NER,1976,20.704
NER,1976,12.354
NER,1976,100.0
NER,1977,16.1
NER,1977,23.722
NER,1977,22.102
NER,1977,3.347
NER,1977,1.415
NER,1977,20.841
NER,1977,12.474
NER,1977,100.0
NER,1978,15.8
NER,1978,23.637
NER,1978,22.1
NER,1978,3.445
NER,1978,1.462
NER,1978,20.969
NER,1978,12.587
NER,1978,100.0
NER,1979,15.517
NER,1979,23.556
NER,1979,22.098
NER,1979,3.537
NER,1979,1.507
NER,1979,21.091
NER,1979,12.694
NER,1979,100.0
NER,1980,15.249
NER,1980,23.48
NER,1980,22.097
NER,1980,3.625
NER,1980,1.549
NER,1980,21.206
NER,1980,12.795
NER,1980,100.0
NER,1981,14.841
NER,1981,23.112
NER,1981,22.491
NER,1981,3.635
NER,1981,1.471
NER,1981,20.991
NER,1981,13.458
NER,1981,100.0
NER,1982,14.457
NER,1982,22.766
NER,1982,22.863
NER,1982,3.645
NER,1982,1.398
NER,1982,20.789
NER,1982,14.082
NER,1982,100.0
NER,1983,14.096
NER,1983,22.44
NER,1983,23.212
NER,1983,3.654
NER,1983,1.329
NER,1983,20.599
NER,1983,14.67
NER,1983,100.0
NER,1984,13.755
NER,1984,22.133
NER,1984,23.541
NER,1984,3.663
NER,1984,1.264
NER,1984,20.42
NER,1984,15.224
NER,1984,100.0
NER,1985,13.433
NER,1985,21.843
NER,1985,23.853
NER,1985,3.671
NER,1985,1.203
NER,1985,20.25
NER,1985,15.747
NER,1985,100.0
NER,1986,13.085
NER,1986,21.46
NER,1986,23.836
NER,1986,3.736
NER,1986,1.337
NER,1986,20.287
NER,1986,16.259
NER,1986,100.0
NER,1987,12.758
NER,1987,21.102
NER,1987,23.82
NER,1987,3.797
NER,1987,1.462
NER,1987,20.321
NER,1987,16.74
NER,1987,100.0
NER,1988,12.45
NER,1988,20.764
NER,1988,23.806
NER,1988,3.854
NER,1988,1.58
NER,1988,20.353
NER,1988,17.192
NER,1988,100.0
NER,1989,12.16
NER,1989,20.447
NER,1989,23.792
NER,1989,3.908
NER,1989,1.691
NER,1989,20.384
NER,1989,17.618
NER,1989,100.0
NER,1990,11.887
NER,1990,20.147
NER,1990,23.779
NER,1990,3.959
NER,1990,1.796
NER,1990,20.413
NER,1990,18.02
NER,1990,100.0
NER,1991,11.59
NER,1991,19.92
NER,1991,23.622
NER,1991,3.916
NER,1991,1.944
NER,1991,20.433
NER,1991,18.576
NER,1991,100.0
NER,1992,11.312
NER,1992,19.707
NER,1992,23.475
NER,1992,3.875
NER,1992,2.083
NER,1992,20.453
NER,1992,19.096
NER,1992,100.0
NER,1993,11.052
NER,1993,19.508
NER,1993,23.337
NER,1993,3.837
NER,1993,2.212
NER,1993,20.471
NER,1993,19.583
NER,1993,100.0
NER,1994,10.807
NER,1994,19.321
NER,1994,23.208
NER,1994,3.801
NER,1994,2.334
NER,1994,20.488
NER,1994,20.041
NER,1994,100.0
NER,1995,10.577
NER,1995,19.145
NER,1995,23.086
NER,1995,3.768
NER,1995,2.449
NER,1995,20.504
NER,1995,20.472
NER,1995,100.0
NER,1996,10.247
NER,1996,18.93
NER,1996,22.977
NER,1996,3.839
NER,1996,2.467
NER,1996,20.625
NER,1996,20.915
NER,1996,100.0
NER,1997,9.939
NER,1997,18.73
NER,1997,22.877
NER,1997,3.906
NER,1997,2.484
NER,1997,20.738
NER,1997,21.327
NER,1997,100.0
NER,1998,9.652
NER,1998,18.543
NER,1998,22.783
NER,1998,3.968
NER,1998,2.5
NER,1998,20.843
NER,1998,21.712
NER,1998,100.0
NER,1999,9.383
NER,1999,18.368
NER,1999,22.695
NER,1999,4.026
NER,1999,2.514
NER,1999,20.942
NER,1999,22.072
NER,1999,100.0
NER,2000,9.131
NER,2000,18.205
NER,2000,22.612
NER,2000,4.08
NER,2000,2.528
NER,2000,21.034
NER,2000,22.41
NER,2000,100.0
NER,2001,8.94
NER,2001,18.224
NER,2001,22.68
NER,2001,4.052
NER,2001,2.528
NER,2001,20.707
NER,2001,22.868
NER,2001,100.0
NER,2002,8.764
NER,2002,18.242
NER,2002,22.744
NER,2002,4.025
NER,2002,2.529
NER,2002,20.403
NER,2002,23.293
NER,2002,100.0
NER,2003,8.6
NER,2003,18.258
NER,2003,22.803
NER,2003,4.001
NER,2003,2.529
NER,2003,20.121
NER,2003,23.688
NER,2003,100.0
NER,2004,8.446
NER,2004,18.274
NER,2004,22.858
NER,2004,3.978
NER,2004,2.529
NER,2004,19.857
NER,2004,24.057
NER,2004,100.0
NER,2005,8.303
NER,2005,18.288
NER,2005,22.909
NER,2005,3.957
NER,2005,2.53
NER,2005,19.611
NER,2005,24.402
NER,2005,100.0
NER,2006,8.058
NER,2006,18.383
NER,2006,22.836
NER,2006,4.002
NER,2006,2.546
NER,2006,19.366
NER,2006,24.808
NER,2006,100.0
NER,2007,7.831
NER,2007,18.471
NER,2007,22.769
NER,2007,4.044
NER,2007,2.562
NER,2007,19.139
NER,2007,25.184
NER,2007,100.0
NER,2008,7.621
NER,2008,18.552
NER,2008,22.707
NER,2008,4.083
NER,2008,2.576
NER,2008,18.929
NER,2008,25.532
NER,2008,100.0
NER,2009,7.425
NER,2009,18.628
NER,2009,22.649
NER,2009,4.119
NER,2009,2.589
NER,2009,18.733
NER,2009,25.857
NER,2009,100.0
NER,2010,7.243
NER,2010,18.699
NER,2010,22.595
NER,2010,4.153
NER,2010,2.602
NER,2010,18.55
NER,2010,26.159
NER,2010,100.0
NER,2011,6.976
NER,2011,18.869
NER,2011,22.863
NER,2011,4.3
NER,2011,2.435
NER,2011,18.475
NER,2011,26.081
NER,2011,100.0
NER,2012,6.73
NER,2012,19.026
NER,2012,23.11
NER,2012,4.437
NER,2012,2.282
NER,2012,18.406
NER,2012,26.008
NER,2012,100.0
NER,2013,6.502
NER,2013,19.172
NER,2013,23.34
NER,2013,4.564
NER,2013,2.139
NER,2013,18.342
NER,2013,25.941
NER,2013,100.0
NER,2014,6.29
NER,2014,19.308
NER,2014,23.554
NER,2014,4.682
NER,2014,2.007
NER,2014,18.283
NER,2014,25.878
NER,2014,100.0
NER,2015,6.092
NER,2015,19.434
NER,2015,23.752
NER,2015,4.791
NER,2015,1.883
NER,2015,18.227
NER,2015,25.82
NER,2015,100.0
NER,2016,5.752
NER,2016,19.819
NER,2016,24.009
NER,2016,5.184
NER,2016,2.082
NER,2016,17.863
NER,2016,25.292
NER,2016,100.0
NER,2017,5.437
NER,2017,20.177
NER,2017,24.247
NER,2017,5.549
NER,2017,2.266
NER,2017,17.524
NER,2017,24.8
NER,2017,100.0
NER,2018,5.143
NER,2018,20.511
NER,2018,24.469
NER,2018,5.889
NER,2018,2.438
NER,2018,17.208
NER,2018,24.342
NER,2018,100.0
NER,2019,4.868
NER,2019,20.822
NER,2019,24.676
NER,2019,6.207
NER,2019,2.599
NER,2019,16.913
NER,2019,23.914
NER,2019,100.0
NER,2020,4.611
NER,2020,21.114
NER,2020,24.87
NER,2020,6.504
NER,2020,2.749
NER,2020,16.637
NER,2020,23.514
NER,2020,100.0
NER,2021,5.128
NER,2021,20.367
NER,2021,24.553
NER,2021,6.793
NER,2021,2.866
NER,2021,16.829
NER,2021,23.464
NER,2021,100.0
NER,2022,5.612
NER,2022,19.67
NER,2022,24.256
NER,2022,7.062
NER,2022,2.975
NER,2022,17.009
NER,2022,23.417
NER,2022,100.0
NER,2023,6.064
NER,2023,19.017
NER,2023,23.978
NER,2023,7.314
NER,2023,3.076
NER,2023,17.177
NER,2023,23.374
NER,2023,100.0
NER,2024,6.489
NER,2024,18.405
NER,2024,23.717
NER,2024,7.55
NER,2024,3.172
NER,2024,17.334
NER,2024,23.333
NER,2024,100.0
NER,2025,6.888
NER,2025,17.829
NER,2025,23.473
NER,2025,7.772
NER,2025,3.262
NER,2025,17.482
NER,2025,23.294
NER,2025,100.0
NER,2026,7.159
NER,2026,17.446
NER,2026,23.174
NER,2026,7.83
NER,2026,3.41
NER,2026,17.666
NER,2026,23.315
NER,2026,100.0
NER,2027,7.413
NER,2027,17.086
NER,2027,22.893
NER,2027,7.885
NER,2027,3.549
NER,2027,17.839
NER,2027,23.335
NER,2027,100.0
NER,2028,7.651
NER,2028,16.748
NER,2028,22.63
NER,2028,7.937
NER,2028,3.68
NER,2028,18.001
NER,2028,23.353
NER,2028,100.0
NER,2029,7.876
NER,2029,16.43
NER,2029,22.381
NER,2029,7.986
NER,2029,3.803
NER,2029,18.154
NER,2029,23.37
NER,2029,100.0
NER,2030,8.089
NER,2030,16.129
NER,2030,22.147
NER,2030,8.032
NER,2030,3.919
NER,2030,18.298
NER,2030,23.387
NER,2030,100.0
NER,2031,8.21
NER,2031,15.885
NER,2031,21.847
NER,2031,8.14
NER,2031,4.002
NER,2031,18.588
NER,2031,23.329
NER,2031,100.0
NER,2032,8.325
NER,2032,15.654
NER,2032,21.563
NER,2032,8.242
NER,2032,4.08
NER,2032,18.862
NER,2032,23.274
NER,2032,100.0
NER,2033,8.433
NER,2033,15.436
NER,2033,21.295
NER,2033,8.338
NER,2033,4.154
NER,2033,19.121
NER,2033,23.223
NER,2033,100.0
NER,2034,8.536
NER,2034,15.229
NER,2034,21.041
NER,2034,8.429
NER,2034,4.224
NER,2034,19.366
NER,2034,23.174
NER,2034,100.0
NER,2035,8.634
NER,2035,15.033
NER,2035,20.801
NER,2035,8.516
NER,2035,4.29
NER,2035,19.599
NER,2035,23.128
NER,2035,100.0
NER,2036,8.591
NER,2036,14.993
NER,2036,20.495
NER,2036,8.465
NER,2036,4.393
NER,2036,19.844
NER,2036,23.219
NER,2036,100.0
NER,2037,8.55
NER,2037,14.955
NER,2037,20.206
NER,2037,8.417
NER,2037,4.49
NER,2037,20.077
NER,2037,23.306
NER,2037,100.0
NER,2038,8.511
NER,2038,14.919
NER,2038,19.93
NER,2038,8.371
NER,2038,4.583
NER,2038,20.298
NER,2038,23.388
NER,2038,100.0
NER,2039,8.474
NER,2039,14.884
NER,2039,19.668
NER,2039,8.327
NER,2039,4.671
NER,2039,20.509
NER,2039,23.466
NER,2039,100.0
NER,2040,8.439
NER,2040,14.852
NER,2040,19.418
NER,2040,8.285
NER,2040,4.756
NER,2040,20.71
NER,2040,23.541
NER,2040,100.0
NER,2041,8.324
NER,2041,14.805
NER,2041,19.149
NER,2041,8.311
NER,2041,4.745
NER,2041,21.094
NER,2041,23.571
NER,2041,100.0
NER,2042,8.214
NER,2042,14.761
NER,2042,18.894
NER,2042,8.337
NER,2042,4.736
NER,2042,21.46
NER,2042,23.599
NER,2042,100.0
NER,2043,8.11
NER,2043,14.718
NER,2043,18.649
NER,2043,8.36
NER,2043,4.726
NER,2043,21.81
NER,2043,23.626
NER,2043,100.0
NER,2044,8.01
NER,2044,14.678
NER,2044,18.415
NER,2044,8.383
NER,2044,4.717
NER,2044,22.145
NER,2044,23.652
NER,2044,100.0
NER,2045,7.914
NER,2045,14.639
NER,2045,18.192
NER,2045,8.405
NER,2045,4.709
NER,2045,22.465
NER,2045,23.677
NER,2045,100.0
NER,2046,7.745
NER,2046,14.711
NER,2046,17.966
NER,2046,8.377
NER,2046,4.603
NER,2046,22.826
NER,2046,23.772
NER,2046,100.0
NER,2047,7.584
NER,2047,14.78
NER,2047,17.749
NER,2047,8.35
NER,2047,4.502
NER,2047,23.172
NER,2047,23.863
NER,2047,100.0
NER,2048,7.429
NER,2048,14.846
NER,2048,17.542
NER,2048,8.323
NER,2048,4.406
NER,2048,23.504
NER,2048,23.95
NER,2048,100.0
NER,2049,7.281
NER,2049,14.91
NER,2049,17.343
NER,2049,8.298
NER,2049,4.313
NER,2049,23.822
NER,2049,24.033
NER,2049,100.0
NER,2050,7.138
NER,2050,14.971
NER,2050,17.151
NER,2050,8.274
NER,2050,4.223
NER,2050,24.129
NER,2050,24.114
NER,2050,100.0
NGA,1950,10.259
NGA,1950,9.781
NGA,1950,14.839
NGA,1950,8.07
NGA,1950,1.951
NGA,1950,45.383
NGA,1950,9.717
NGA,1950,100.0
NGA,1951,10.068
NGA,1951,9.815
NGA,1951,14.777
NGA,1951,8.136
NGA,1951,1.963
NGA,1951,45.018
NGA,1951,10.224
NGA,1951,100.0
NGA,1952,9.885
NGA,1952,9.848
NGA,1952,14.717
NGA,1952,8.199
NGA,1952,1.975
NGA,1952,44.666
NGA,1952,10.711
NGA,1952,100.0
NGA,1953,9.708
NGA,1953,9.88
NGA,1953,14.659
NGA,1953,8.26
NGA,1953,1.986
NGA,1953,44.327
NGA,1953,11.18
NGA,1953,100.0
NGA,1954,9.538
NGA,1954,9.911
NGA,1954,14.603
NGA,1954,8.319
NGA,1954,1.997
NGA,1954,44.0
NGA,1954,11.632
NGA,1954,100.0
NGA,1955,9.374
NGA,1955,9.94
NGA,1955,14.549
NGA,1955,8.375
NGA,1955,2.007
NGA,1955,43.685
NGA,1955,12.069
NGA,1955,100.0
NGA,1956,9.191
NGA,1956,9.965
NGA,1956,14.476
NGA,1956,8.437
NGA,1956,2.018
NGA,1956,43.096
NGA,1956,12.817
NGA,1956,100.0
NGA,1957,9.016
NGA,1957,9.989
NGA,1957,14.405
NGA,1957,8.495
NGA,1957,2.029
NGA,1957,42.529
NGA,1957,13.537
NGA,1957,100.0
NGA,1958,8.847
NGA,1958,10.011
NGA,1958,14.338
NGA,1958,8.552
NGA,1958,2.039
NGA,1958,41.984
NGA,1958,14.229
NGA,1958,100.0
NGA,1959,8.684
NGA,1959,10.033
NGA,1959,14.272
NGA,1959,8.607
NGA,1959,2.049
NGA,1959,41.459
NGA,1959,14.896
NGA,1959,100.0
NGA,1960,8.527
NGA,1960,10.055
NGA,1960,14.209
NGA,1960,8.659
NGA,1960,2.058
NGA,1960,40.953
NGA,1960,15.538
NGA,1960,100.0
NGA,1961,8.339
NGA,1961,10.054
NGA,1961,14.114
NGA,1961,8.716
NGA,1961,2.067
NGA,1961,40.485
NGA,1961,16.225
NGA,1961,100.0
NGA,1962,8.158
NGA,1962,10.054
NGA,1962,14.022
NGA,1962,8.77
NGA,1962,2.076
NGA,1962,40.037
NGA,1962,16.882
NGA,1962,100.0
NGA,1963,7.985
NGA,1963,10.054
NGA,1963,13.935
NGA,1963,8.822
NGA,1963,2.085
NGA,1963,39.608
NGA,1963,17.512
NGA,1963,100.0
NGA,1964,7.819
NGA,1964,10.054
NGA,1964,13.851
NGA,1964,8.871
NGA,1964,2.093
NGA,1964,39.196
NGA,1964,18.116
NGA,1964,100.0
NGA,1965,7.659
NGA,1965,10.053
NGA,1965,13.77
NGA,1965,8.919
NGA,1965,2.101
NGA,1965,38.801
NGA,1965,18.696
NGA,1965,100.0
NGA,1966,7.479
NGA,1966,10.038
NGA,1966,13.662
NGA,1966,8.968
NGA,1966,2.108
NGA,1966,38.241
NGA,1966,19.504
NGA,1966,100.0
NGA,1967,7.307
NGA,1967,10.023
NGA,1967,13.558
NGA,1967,9.015
NGA,1967,2.115
NGA,1967,37.706
NGA,1967,20.275
NGA,1967,100.0
NGA,1968,7.142
NGA,1968,10.009
NGA,1968,13.459
NGA,1968,9.06
NGA,1968,2.122
NGA,1968,37.194
NGA,1968,21.014
NGA,1968,100.0
NGA,1969,6.984
NGA,1969,9.995
NGA,1969,13.364
NGA,1969,9.103
NGA,1969,2.128
NGA,1969,36.704
NGA,1969,21.721
NGA,1969,100.0
NGA,1970,6.833
NGA,1970,9.982
NGA,1970,13.274
NGA,1970,9.144
NGA,1970,2.134
NGA,1970,36.234
NGA,1970,22.399
NGA,1970,100.0
NGA,1971,6.646
NGA,1971,9.931
NGA,1971,13.137
NGA,1971,9.185
NGA,1971,2.139
NGA,1971,35.469
NGA,1971,23.492
NGA,1971,100.0
NGA,1972,6.468
NGA,1972,9.883
NGA,1972,13.008
NGA,1972,9.225
NGA,1972,2.144
NGA,1972,34.743
NGA,1972,24.53
NGA,1972,100.0
NGA,1973,6.3
NGA,1973,9.837
NGA,1973,12.886
NGA,1973,9.262
NGA,1973,2.148
NGA,1973,34.052
NGA,1973,25.516
NGA,1973,100.0
NGA,1974,6.139
NGA,1974,9.793
NGA,1974,12.769
NGA,1974,9.297
NGA,1974,2.152
NGA,1974,33.396
NGA,1974,26.454
NGA,1974,100.0
NGA,1975,5.986
NGA,1975,9.751
NGA,1975,12.658
NGA,1975,9.331
NGA,1975,2.156
NGA,1975,32.77
NGA,1975,27.348
NGA,1975,100.0
NGA,1976,5.873
NGA,1976,9.865
NGA,1976,12.582
NGA,1976,9.397
NGA,1976,2.231
NGA,1976,31.956
NGA,1976,28.096
NGA,1976,100.0
NGA,1977,5.767
NGA,1977,9.971
NGA,1977,12.51
NGA,1977,9.459
NGA,1977,2.301
NGA,1977,31.192
NGA,1977,28.798
NGA,1977,100.0
NGA,1978,5.667
NGA,1978,10.072
NGA,1978,12.443
NGA,1978,9.517
NGA,1978,2.368
NGA,1978,30.474
NGA,1978,29.459
NGA,1978,100.0
NGA,1979,5.573
NGA,1979,10.166
NGA,1979,12.38
NGA,1979,9.572
NGA,1979,2.43
NGA,1979,29.797
NGA,1979,30.081
NGA,1979,100.0
NGA,1980,5.485
NGA,1980,10.256
NGA,1980,12.32
NGA,1980,9.624
NGA,1980,2.489
NGA,1980,29.158
NGA,1980,30.668
NGA,1980,100.0
NGA,1981,5.339
NGA,1981,10.308
NGA,1981,12.236
NGA,1981,9.723
NGA,1981,2.521
NGA,1981,28.583
NGA,1981,31.289
NGA,1981,100.0
NGA,1982,5.202
NGA,1982,10.357
NGA,1982,12.157
NGA,1982,9.816
NGA,1982,2.551
NGA,1982,28.041
NGA,1982,31.875
NGA,1982,100.0
NGA,1983,5.073
NGA,1983,10.404
NGA,1983,12.082
NGA,1983,9.904
NGA,1983,2.58
NGA,1983,27.529
NGA,1983,32.428
NGA,1983,100.0
NGA,1984,4.95
NGA,1984,10.448
NGA,1984,12.012
NGA,1984,9.987
NGA,1984,2.607
NGA,1984,27.045
NGA,1984,32.951
NGA,1984,100.0
NGA,1985,4.834
NGA,1985,10.489
NGA,1985,11.945
NGA,1985,10.066
NGA,1985,2.633
NGA,1985,26.586
NGA,1985,33.447
NGA,1985,100.0
NGA,1986,4.7
NGA,1986,10.462
NGA,1986,11.88
NGA,1986,10.126
NGA,1986,2.674
NGA,1986,26.179
NGA,1986,33.979
NGA,1986,100.0
NGA,1987,4.573
NGA,1987,10.436
NGA,1987,11.818
NGA,1987,10.183
NGA,1987,2.714
NGA,1987,25.794
NGA,1987,34.482
NGA,1987,100.0
NGA,1988,4.453
NGA,1988,10.411
NGA,1988,11.76
NGA,1988,10.237
NGA,1988,2.751
NGA,1988,25.429
NGA,1988,34.958
NGA,1988,100.0
NGA,1989,4.339
NGA,1989,10.388
NGA,1989,11.705
NGA,1989,10.288
NGA,1989,2.787
NGA,1989,25.083
NGA,1989,35.41
NGA,1989,100.0
NGA,1990,4.231
NGA,1990,10.366
NGA,1990,11.653
NGA,1990,10.336
NGA,1990,2.82
NGA,1990,24.755
NGA,1990,35.839
NGA,1990,100.0
NGA,1991,4.114
NGA,1991,10.238
NGA,1991,11.504
NGA,1991,10.249
NGA,1991,2.785
NGA,1991,24.487
NGA,1991,36.623
NGA,1991,100.0
NGA,1992,4.003
NGA,1992,10.117
NGA,1992,11.363
NGA,1992,10.166
NGA,1992,2.751
NGA,1992,24.234
NGA,1992,37.366
NGA,1992,100.0
NGA,1993,3.898
NGA,1993,10.003
NGA,1993,11.23
NGA,1993,10.088
NGA,1993,2.719
NGA,1993,23.994
NGA,1993,38.07
NGA,1993,100.0
NGA,1994,3.798
NGA,1994,9.894
NGA,1994,11.103
NGA,1994,10.013
NGA,1994,2.688
NGA,1994,23.766
NGA,1994,38.738
NGA,1994,100.0
NGA,1995,3.703
NGA,1995,9.791
NGA,1995,10.982
NGA,1995,9.942
NGA,1995,2.659
NGA,1995,23.549
NGA,1995,39.373
NGA,1995,100.0
NGA,1996,3.593
NGA,1996,9.688
NGA,1996,10.858
NGA,1996,9.893
NGA,1996,2.618
NGA,1996,23.483
NGA,1996,39.868
NGA,1996,100.0
NGA,1997,3.488
NGA,1997,9.591
NGA,1997,10.74
NGA,1997,9.846
NGA,1997,2.578
NGA,1997,23.42
NGA,1997,40.336
NGA,1997,100.0
NGA,1998,3.389
NGA,1998,9.499
NGA,1998,10.628
NGA,1998,9.802
NGA,1998,2.541
NGA,1998,23.361
NGA,1998,40.78
NGA,1998,100.0
NGA,1999,3.295
NGA,1999,9.411
NGA,1999,10.522
NGA,1999,9.76
NGA,1999,2.506
NGA,1999,23.304
NGA,1999,41.202
NGA,1999,100.0
NGA,2000,3.205
NGA,2000,9.328
NGA,2000,10.422
NGA,2000,9.72
NGA,2000,2.472
NGA,2000,23.25
NGA,2000,41.602
NGA,2000,100.0
NGA,2001,3.128
NGA,2001,9.261
NGA,2001,10.275
NGA,2001,9.783
NGA,2001,2.468
NGA,2001,23.029
NGA,2001,42.055
NGA,2001,100.0
NGA,2002,3.055
NGA,2002,9.198
NGA,2002,10.137
NGA,2002,9.843
NGA,2002,2.465
NGA,2002,22.82
NGA,2002,42.483
NGA,2002,100.0
NGA,2003,2.986
NGA,2003,9.138
NGA,2003,10.006
NGA,2003,9.899
NGA,2003,2.461
NGA,2003,22.622
NGA,2003,42.887
NGA,2003,100.0
NGA,2004,2.92
NGA,2004,9.082
NGA,2004,9.882
NGA,2004,9.952
NGA,2004,2.458
NGA,2004,22.435
NGA,2004,43.271
NGA,2004,100.0
NGA,2005,2.858
NGA,2005,9.028
NGA,2005,9.765
NGA,2005,10.003
NGA,2005,2.454
NGA,2005,22.258
NGA,2005,43.634
NGA,2005,100.0
NGA,2006,2.777
NGA,2006,8.978
NGA,2006,9.616
NGA,2006,10.0
NGA,2006,2.441
NGA,2006,21.944
NGA,2006,44.244
NGA,2006,100.0
NGA,2007,2.701
NGA,2007,8.93
NGA,2007,9.476
NGA,2007,9.998
NGA,2007,2.429
NGA,2007,21.647
NGA,2007,44.819
NGA,2007,100.0
NGA,2008,2.629
NGA,2008,8.885
NGA,2008,9.343
NGA,2008,9.995
NGA,2008,2.417
NGA,2008,21.367
NGA,2008,45.363
NGA,2008,100.0
NGA,2009,2.561
NGA,2009,8.843
NGA,2009,9.218
NGA,2009,9.993
NGA,2009,2.406
NGA,2009,21.102
NGA,2009,45.878
NGA,2009,100.0
NGA,2010,2.497
NGA,2010,8.802
NGA,2010,9.099
NGA,2010,9.991
NGA,2010,2.395
NGA,2010,20.851
NGA,2010,46.366
NGA,2010,100.0
NGA,2011,2.433
NGA,2011,8.775
NGA,2011,8.994
NGA,2011,10.037
NGA,2011,2.39
NGA,2011,20.556
NGA,2011,46.815
NGA,2011,100.0
NGA,2012,2.372
NGA,2012,8.749
NGA,2012,8.895
NGA,2012,10.082
NGA,2012,2.385
NGA,2012,20.278
NGA,2012,47.24
NGA,2012,100.0
NGA,2013,2.315
NGA,2013,8.725
NGA,2013,8.801
NGA,2013,10.123
NGA,2013,2.38
NGA,2013,20.014
NGA,2013,47.641
NGA,2013,100.0
NGA,2014,2.261
NGA,2014,8.702
NGA,2014,8.712
NGA,2014,10.163
NGA,2014,2.375
NGA,2014,19.764
NGA,2014,48.023
NGA,2014,100.0
NGA,2015,2.209
NGA,2015,8.68
NGA,2015,8.627
NGA,2015,10.201
NGA,2015,2.371
NGA,2015,19.527
NGA,2015,48.384
NGA,2015,100.0
NGA,2016,2.128
NGA,2016,8.898
NGA,2016,8.47
NGA,2016,10.41
NGA,2016,2.395
NGA,2016,19.203
NGA,2016,48.496
NGA,2016,100.0
NGA,2017,2.05
NGA,2017,9.105
NGA,2017,8.321
NGA,2017,10.61
NGA,2017,2.417
NGA,2017,18.895
NGA,2017,48.602
NGA,2017,100.0
NGA,2018,1.976
NGA,2018,9.302
NGA,2018,8.178
NGA,2018,10.8
NGA,2018,2.439
NGA,2018,18.6
NGA,2018,48.704
NGA,2018,100.0
NGA,2019,1.905
NGA,2019,9.491
NGA,2019,8.042
NGA,2019,10.983
NGA,2019,2.46
NGA,2019,18.319
NGA,2019,48.801
NGA,2019,100.0
NGA,2020,1.838
NGA,2020,9.672
NGA,2020,7.911
NGA,2020,11.157
NGA,2020,2.48
NGA,2020,18.05
NGA,2020,48.894
NGA,2020,100.0
NGA,2021,1.957
NGA,2021,9.417
NGA,2021,7.783
NGA,2021,11.303
NGA,2021,2.497
NGA,2021,17.984
NGA,2021,49.059
NGA,2021,100.0
NGA,2022,2.07
NGA,2022,9.173
NGA,2022,7.661
NGA,2022,11.444
